QueryID DocumentName Precision Recall 
1	CACM-1844	0.0	0.0
1	CACM-1938	0.0	0.0
1	CACM-2319	0.0	0.0
1	CACM-2218	0.0	0.0
1	CACM-2344	0.0	0.0
1	CACM-1408	0.0	0.0
1	CACM-1827	0.0	0.0
1	CACM-1697	0.0	0.0
1	CACM-2219	0.0	0.0
1	CACM-2380	0.0	0.0
1	CACM-2317	0.0	0.0
1	CACM-3112	0.0	0.0
1	CACM-1605	0.07692307692307693	0.25
1	CACM-2951	0.07142857142857142	0.25
1	CACM-1071	0.06666666666666667	0.25
1	CACM-1908	0.0625	0.25
1	CACM-1685	0.058823529411764705	0.25
1	CACM-2629	0.05555555555555555	0.25
1	CACM-1752	0.05263157894736842	0.25
1	CACM-1657	0.05	0.25
1	CACM-1519	0.047619047619047616	0.25
1	CACM-3069	0.045454545454545456	0.25
1	CACM-2535	0.043478260869565216	0.25
1	CACM-1523	0.041666666666666664	0.25
1	CACM-2371	0.04	0.25
1	CACM-2439	0.038461538461538464	0.25
1	CACM-1719	0.037037037037037035	0.25
1	CACM-2358	0.07142857142857142	0.5
1	CACM-0971	0.06896551724137931	0.5
1	CACM-2357	0.06666666666666667	0.5
1	CACM-2151	0.06451612903225806	0.5
1	CACM-2054	0.0625	0.5
1	CACM-2375	0.06060606060606061	0.5
1	CACM-1572	0.08823529411764706	0.75
1	CACM-1410	0.11428571428571428	1.0
1	CACM-1280	0.1111111111111111	1.0
1	CACM-2424	0.10810810810810811	1.0
1	CACM-2940	0.10526315789473684	1.0
1	CACM-2501	0.10256410256410256	1.0
1	CACM-2526	0.1	1.0
1	CACM-3077	0.0975609756097561	1.0
1	CACM-2522	0.09523809523809523	1.0
1	CACM-1591	0.09302325581395349	1.0
1	CACM-2378	0.09090909090909091	1.0
1	CACM-1506	0.08888888888888889	1.0
1	CACM-1892	0.08695652173913043	1.0
1	CACM-2092	0.0851063829787234	1.0
1	CACM-2500	0.08333333333333333	1.0
1	CACM-1749	0.08163265306122448	1.0
1	CACM-2947	0.08	1.0
1	CACM-1588	0.0784313725490196	1.0
1	CACM-2188	0.07692307692307693	1.0
1	CACM-0972	0.07547169811320754	1.0
1	CACM-1544	0.07407407407407407	1.0
1	CACM-1455	0.07272727272727272	1.0
1	CACM-0435	0.07142857142857142	1.0
1	CACM-2452	0.07017543859649122	1.0
1	CACM-3127	0.06896551724137931	1.0
1	CACM-2740	0.06779661016949153	1.0
1	CACM-0585	0.06666666666666667	1.0
1	CACM-3025	0.06557377049180328	1.0
1	CACM-2948	0.06451612903225806	1.0
1	CACM-1264	0.06349206349206349	1.0
1	CACM-2920	0.0625	1.0
1	CACM-2379	0.06153846153846154	1.0
1	CACM-1677	0.06060606060606061	1.0
1	CACM-1680	0.05970149253731343	1.0
1	CACM-1750	0.058823529411764705	1.0
1	CACM-1391	0.057971014492753624	1.0
1	CACM-1805	0.05714285714285714	1.0
1	CACM-1179	0.056338028169014086	1.0
1	CACM-1960	0.05555555555555555	1.0
1	CACM-1315	0.0547945205479452	1.0
1	CACM-3089	0.05405405405405406	1.0
1	CACM-1962	0.05333333333333334	1.0
1	CACM-1665	0.05263157894736842	1.0
1	CACM-2838	0.05194805194805195	1.0
1	CACM-2841	0.05128205128205128	1.0
1	CACM-1412	0.05063291139240506	1.0
1	CACM-1464	0.05	1.0
1	CACM-2622	0.04938271604938271	1.0
1	CACM-0462	0.04878048780487805	1.0
1	CACM-0322	0.04819277108433735	1.0
1	CACM-1747	0.047619047619047616	1.0
1	CACM-2372	0.047058823529411764	1.0
1	CACM-3047	0.046511627906976744	1.0
1	CACM-2627	0.04597701149425287	1.0
1	CACM-1462	0.045454545454545456	1.0
1	CACM-2036	0.0449438202247191	1.0
1	CACM-2288	0.044444444444444446	1.0
1	CACM-1347	0.04395604395604396	1.0
1	CACM-1170	0.043478260869565216	1.0
1	CACM-2950	0.043010752688172046	1.0
1	CACM-1753	0.0425531914893617	1.0
1	CACM-0759	0.042105263157894736	1.0
1	CACM-0265	0.041666666666666664	1.0
1	CACM-3174	0.041237113402061855	1.0
1	CACM-1877	0.04081632653061224	1.0
1	CACM-1901	0.04040404040404041	1.0
1	CACM-2878	0.04	1.0
2	CACM-2526	0.0	0.0
2	CACM-2202	0.0	0.0
2	CACM-0321	0.0	0.0
2	CACM-1651	0.0	0.0
2	CACM-1155	0.0	0.0
2	CACM-1591	0.0	0.0
2	CACM-0964	0.0	0.0
2	CACM-3145	0.0	0.0
2	CACM-2895	0.0	0.0
2	CACM-2310	0.0	0.0
2	CACM-1588	0.0	0.0
2	CACM-1455	0.0	0.0
2	CACM-1454	0.0	0.0
2	CACM-1433	0.0	0.0
2	CACM-1389	0.0	0.0
2	CACM-1366	0.0	0.0
2	CACM-1282	0.0	0.0
2	CACM-0630	0.0	0.0
2	CACM-0595	0.0	0.0
2	CACM-3078	0.05	1.0
2	CACM-0616	0.047619047619047616	1.0
2	CACM-1397	0.045454545454545456	1.0
2	CACM-1623	0.043478260869565216	1.0
2	CACM-2317	0.041666666666666664	1.0
2	CACM-3076	0.04	1.0
2	CACM-1939	0.038461538461538464	1.0
2	CACM-1345	0.037037037037037035	1.0
2	CACM-3181	0.03571428571428571	1.0
2	CACM-2874	0.034482758620689655	1.0
