QueryID DocumentName Precision Recall 
1	CACM-2319	0.0	0.0
1	CACM-1844	0.0	0.0
1	CACM-1827	0.0	0.0
1	CACM-1591	0.0	0.0
1	CACM-1938	0.0	0.0
1	CACM-1605	0.16666666666666666	0.25
1	CACM-2218	0.14285714285714285	0.25
1	CACM-2219	0.125	0.25
1	CACM-2629	0.1111111111111111	0.25
1	CACM-2344	0.1	0.25
1	CACM-2054	0.09090909090909091	0.25
1	CACM-1410	0.16666666666666666	0.5
1	CACM-2379	0.15384615384615385	0.5
1	CACM-1680	0.14285714285714285	0.5
1	CACM-2378	0.13333333333333333	0.5
1	CACM-1908	0.125	0.5
1	CACM-2424	0.11764705882352941	0.5
1	CACM-1698	0.1111111111111111	0.5
1	CACM-2357	0.10526315789473684	0.5
1	CACM-1657	0.1	0.5
1	CACM-2535	0.09523809523809523	0.5
1	CACM-1572	0.13636363636363635	0.75
1	CACM-2947	0.13043478260869565	0.75
1	CACM-1752	0.125	0.75
1	CACM-2380	0.12	0.75
1	CACM-1033	0.11538461538461539	0.75
1	CACM-1161	0.1111111111111111	0.75
1	CACM-2541	0.10714285714285714	0.75
1	CACM-1519	0.10344827586206896	0.75
1	CACM-3048	0.1	0.75
1	CACM-2003	0.0967741935483871	0.75
1	CACM-2500	0.09375	0.75
1	CACM-1805	0.09090909090909091	0.75
1	CACM-2632	0.08823529411764706	0.75
1	CACM-2151	0.08571428571428572	0.75
1	CACM-1264	0.08333333333333333	0.75
1	CACM-2358	0.10810810810810811	1.0
1	CACM-3127	0.10526315789473684	1.0
1	CACM-2740	0.10256410256410256	1.0
1	CACM-1523	0.1	1.0
1	CACM-2501	0.0975609756097561	1.0
1	CACM-0585	0.09523809523809523	1.0
1	CACM-2371	0.09302325581395349	1.0
1	CACM-2317	0.09090909090909091	1.0
1	CACM-2950	0.08888888888888889	1.0
1	CACM-1749	0.08695652173913043	1.0
1	CACM-2951	0.0851063829787234	1.0
1	CACM-1750	0.08333333333333333	1.0
1	CACM-1506	0.08163265306122448	1.0
1	CACM-3112	0.08	1.0
1	CACM-1315	0.0784313725490196	1.0
1	CACM-2920	0.07692307692307693	1.0
1	CACM-1747	0.07547169811320754	1.0
1	CACM-1408	0.07407407407407407	1.0
1	CACM-1393	0.07272727272727272	1.0
1	CACM-1647	0.07142857142857142	1.0
1	CACM-2439	0.07017543859649122	1.0
1	CACM-0637	0.06896551724137931	1.0
